1.830,1.787	93.100,0.079	0.020,94.853
5.091,0.046	383.294,0.046	0.149,207.049	11.206,4.167
169.632,0.041	0.058,23.238
3.048,0.026	58.577,0.026	0.204,192.814
29.734,0.072	0.004,168.543
252.403,0.028	0.096,38.062
2.267,0.003	120.332,0.003	0.040,14.139
74.198,0.040	0.115,149.838
0.758,0.106	63.040,0.106	0.027,150.927
6.701,0.023	0.046,55.148	1.456,55.148
1.456,0.114	101.088,0.114	0.030,142.563	2.051,3.858
119.353,0.017	0.082,34.550
2.554,0.071	212.374,0.071	0.054,127.918
306.780,0.026	1.536,11.123
106.581,0.015	0.033,1.299	0.033,114.873
14.599,0.037	14.599,1.438	0.045,49.347
339.821,0.142	339.821,1.570	0.121,120.630
1.530,0.716	151.261,0.023	0.021,54.319
0.241,0.472	23.065,0.266	0.009,19.819
65.794,0.215	0.096,775.760	8.989,8.166
284.022,0.022	284.022,1.276	0.062,58.014	4.311,58.014
228.615,0.011	0.127,39.498
0.815,0.001	49.335,0.001	0.009,6.608
91.610,0.018	91.610,1.681	0.101,39.619
0.847,71.322
87.292,0.037	0.013,3.213	1.105,3.213	0.013,56.851	1.105,56.851
158.287,0.184	0.366,689.004	7.610,13.206
1.701,0.925	71.665,0.925	0.037,260.647
501.400,0.006	0.320,21.960
0.607,3.559	31.319,0.040	0.013,74.169
94.415,0.086	94.415,4.666	0.045,204.481
60.469,0.014	0.077,75.184
34.991,1.937	0.144,157.456	10.128,115.305
0.837,0.241	75.356,0.021	0.009,17.449
74.679,0.042	0.978,28.585	3.127,28.585
135.504,0.605	120.172,14.942
0.717,1.538	67.781,0.042	0.008,107.378
102.455,0.002	0.236,4.326
177.514,0.183	0.324,141.744
97.062,0.223	0.027,805.586
41.885,0.013	0.108,39.273
42.594,0.106	42.594,2.709	0.023,134.991
36.472,0.104	0.010,1.847	0.010,96.565
61.468,0.289	0.018,123.599
22.120,0.006	0.023,0.477	0.023,47.019
258.704,0.080	0.125,15.793
101.654,0.022
0.250,0.748	17.524,0.009	0.003,60.156
0.324,0.379	11.586,0.005	0.166,37.802
160.614,0.099	0.088,429.687	1.701,429.687
0.110,1.658	7.710,0.020	0.001,127.437
39.865,0.078	39.865,4.300	0.011,80.808
74.537,0.066	0.033,1.372	0.033,102.631
113.436,0.065	113.436,5.098	0.409,167.414
83.153,0.298	0.023,204.432
5.119,0.264	255.834,0.264	0.065,275.202
26.334,0.021	26.334,1.384	0.003,96.362
20.645,0.055	0.007,3.384	0.007,93.407
0.006,239.191
145.088,0.130	0.054,122.200
3.441,1.335	141.219,0.016	0.039,99.732
11.692,0.020	11.692,1.890	0.005,147.902
40.218,0.054	0.053,64.112	0.561,64.112
276.824,0.015
106.098,0.056	106.098,5.419	0.080,465.212
96.800,0.257	96.800,1.546	0.123,128.116
105.090,0.048	0.035,146.250	1.848,146.250
142.369,0.032	0.067,2.618	0.067,127.248
88.073,0.272	0.102,175.663
0.629,4.522	20.419,2.981	0.629,133.417	20.419,87.941
172.090,0.095	61.540,8.772
0.118,0.098	7.045,0.002	0.007,6.138
2.048,1.510	92.356,0.027	0.078,95.474
3.013,0.159	142.272,0.159	0.060,186.229
35.228,0.003	35.228,0.160	0.020,14.448
235.074,0.163	0.039,356.827
74.279,0.037	3.887,152.980
335.777,0.027	0.982,1.282	0.982,59.993
34.465,0.030	0.131,112.530
215.419,0.059	0.067,145.642	3.812,145.642
46.951,0.359	0.073,347.502
413.896,0.099
2.141,0.517	172.157,0.014	0.098,50.580
412.411,0.007	0.235,41.116
162.399,0.217	0.037,89.533
48.780,0.229	0.022,167.684
440.483,1.708	0.049,179.377	4.721,179.377
18.004,0.030	0.011,100.722
1.063,3.266	74.975,0.199	0.012,88.412
3.176,0.045	105.821,0.045	0.034,3.655	0.034,220.522
0.037,589.951
102.718,0.026	0.220,0.909	0.220,70.696	9.199,2.020
20.519,0.006	0.008,0.565	0.008,38.282
0.999,0.040	83.083,0.000
2.174,0.043	185.618,0.043	0.037,1.225	0.037,115.827
86.273,0.031	0.044,2.621	0.044,74.466
68.234,0.496	3.120,123.041
0.107,139.359	8.811,9.760
3.584,0.027	98.526,0.027	0.099,93.041
163.770,0.138	0.043,486.716
118.143,0.016	0.017,36.493	1.372,36.493
0.010,303.633	0.969,303.633
2.340,0.058	73.171,0.058	2.340,3.050	73.171,3.050	0.024,126.824
75.139,0.083	75.139,3.817	0.196,179.949	6.006,179.949
271.546,0.020	0.146,72.259
1.812,0.648	98.636,0.022	0.020,30.212
29.610,0.164	29.610,3.024	0.330,62.247
9.314,0.080	9.314,2.096	0.008,54.210
2.177,0.889	69.964,0.012	0.071,12.898
0.297,0.048	12.971,0.048	0.004,40.335
2.298,0.191	148.124,0.003	0.023,13.850
1.523,0.745	16.871,0.745	0.046,144.531
60.197,0.418	0.145,226.705
2.658,1.264	76.877,0.027	76.877,2.420	0.039,113.905
121.581,0.017	0.036,0.825	0.036,75.142
263.424,0.036
2.418,1.547	196.363,0.016	0.026,142.887
207.793,0.166	0.062,4.825	3.108,4.825	0.062,301.011	3.108,301.011
1.088,0.048	92.175,0.001
70.477,0.348	0.017,150.934
184.847,0.532	0.045,3.438	0.045,153.842
0.013,245.622
303.426,0.078	11.254,5.772
3.760,1.858	325.658,0.049	0.064,25.782
18.337,0.057	0.005,266.615
18.999,0.108	0.012,381.946
386.698,0.123	0.103,129.662
0.779,0.972	30.906,0.013	0.010,74.797
0.148,0.720	9.953,0.164	0.012,48.250
457.314,0.022	1.233,61.965	4.877,61.965
255.338,0.214	0.569,137.483
1.852,1.060	80.765,0.216	0.064,94.255
171.862,0.583	0.073,95.805
84.181,0.006	0.105,37.867
0.002,136.154
713.214,0.060	0.298,76.477
33.592,0.085	0.177,12.878
86.848,0.071	0.029,68.199	1.978,68.199
86.995,0.303	0.032,122.235
188.456,0.006	0.030,51.866
51.232,0.027	51.232,0.717	0.013,63.914
0.158,114.673
93.793,0.021	0.073,63.514
0.554,1.142	31.701,0.011	0.044,24.028
415.195,0.086	0.162,51.273	4.240,51.273
126.788,0.013	0.171,20.565
45.899,0.036	0.181,2.815	0.181,113.437
184.633,0.099	0.071,3.068	0.071,98.993
1.088,0.004	7.805,0.004	0.035,15.769
99.069,0.077	0.064,256.348
183.471,0.034	7.903,1.498
4.688,0.010	430.168,0.010	0.117,53.408
99.506,0.077	1.149,90.034
1.925,0.568	81.274,0.011	0.022,55.408
86.986,0.094	0.222,365.311
47.062,0.581	0.030,82.873
138.611,0.006	0.163,30.179
4.265,0.123	260.120,0.123	0.052,311.828
222.271,0.037	0.139,93.708	3.071,93.708
105.990,0.394	0.165,244.462	14.514,4.727
0.488,0.201	42.018,0.003	0.013,20.036
12.291,0.034	0.013,1.652	0.013,114.945
0.385,0.553	36.831,0.006	0.004,47.402
58.747,0.005	0.014,38.736	0.790,38.736
0.081,1.030	2.084,1.030	0.001,96.046
361.263,0.016	361.263,1.372	0.069,62.551
1.980,0.002	59.173,0.002
0.757,0.177	46.233,0.004	0.010,11.632
61.105,0.023	0.125,69.690	2.012,69.690
103.290,0.038	0.040,1.958	0.040,116.962
2.614,0.087	100.139,0.087	0.032,36.481
108.777,0.053	0.614,2.100	0.614,74.825
0.069,4.540	6.636,0.080	0.003,118.764
160.955,0.036	0.080,177.599
4.108,0.032	132.353,0.032	0.048,10.877
1.157,0.262	43.632,0.015	0.185,11.266
202.554,0.074	0.081,139.938	4.819,139.938
149.177,0.018	0.016,83.302	1.544,83.302
7.911,0.103	0.049,4.189	0.049,151.470
16.631,0.122	0.019,77.081
94.124,0.052	94.124,2.729	0.022,179.002
654.907,0.017
98.525,0.101	0.020,116.891
157.097,0.002	0.059,11.221
209.855,0.019	0.442,38.851
149.373,0.036	0.066,41.701
201.280,0.488	0.361,132.576	5.469,11.065
0.077,38.542	3.434,38.542
0.515,1.723	50.156,0.022	0.018,71.837
99.643,0.139	0.055,397.719
47.682,0.102	47.682,3.062	0.015,99.721
1.641,2.901	68.998,0.096	0.018,87.784
22.023,0.035	0.026,2.227	0.026,117.863
72.952,0.054	0.267,306.488	8.549,4.935
310.488,0.149	0.114,77.511
0.201,0.430	19.859,0.008	0.018,22.121
126.618,0.345	1.370,36.227	33.148,21.527
50.797,0.333	0.012,334.053
2.134,1.974	98.515,0.059	98.515,3.631	0.046,120.749
173.326,0.014	173.326,0.941	0.055,73.309
78.397,0.113	78.397,4.780	0.094,361.536
187.230,0.186	0.060,153.997
30.591,0.064	0.013,128.391	1.015,128.391
19.927,0.106	0.042,91.744
9.356,0.150	0.005,292.584
1.424,0.357	65.924,0.010	0.019,34.089
2.406,0.006	70.235,0.006	2.406,0.437	70.235,0.437	0.511,11.301
1.107,1.372	71.452,0.022	71.452,1.542	0.018,95.661
65.121,0.321	0.016,381.232
79.150,0.917	0.009,92.064
91.677,0.144	0.028,1.854	0.028,103.132
16.442,0.025	0.013,1.852	0.013,183.519
131.717,0.061	0.231,5.365	0.231,92.853
167.716,0.036	1.076,23.411
65.130,0.028	0.029,21.905
0.648,0.652	27.112,0.016	0.007,35.798
110.399,0.004	0.081,12.763
0.236,1.933	22.267,0.027	0.003,96.431
133.835,0.157	0.028,41.761
0.293,0.423	24.749,0.005	0.017,39.336
3.164,0.071	273.081,0.071	0.104,2.478	0.104,133.760
87.943,0.166	0.078,108.122
5.028,0.004	175.221,0.004	0.794,27.493
93.566,0.129	0.041,246.511
28.847,0.102	28.847,4.068	0.354,74.224	0.593,74.224
130.766,0.042	130.766,2.960	0.020,145.721
33.898,0.014
164.675,0.158	36.254,11.587
0.062,478.852
0.025,1.826	0.025,48.352
219.408,0.070	0.610,53.184	34.317,6.091
389.813,0.092	0.067,166.649	4.730,166.649
38.275,0.303	0.229,61.585
86.152,0.004	0.024,0.250	0.024,15.052
149.216,0.181	0.024,194.029
31.953,0.038	0.065,3.213	0.065,82.366
78.255,0.003	0.113,5.738
225.808,0.098	0.024,155.507
33.967,0.949	0.226,3.583	4.937,3.583	0.226,152.554	4.937,152.554
0.293,150.036	9.092,4.883
116.914,0.055	0.353,104.782
176.892,0.040	0.427,93.094
1.300,1.496	95.827,0.016	0.023,29.095
536.133,0.723	0.102,50.432
101.985,0.038	0.074,2.833	3.695,2.833	0.074,159.596	3.695,159.596
3.512,0.005	178.761,0.005	0.038,32.527
0.078,63.823
3.732,0.133	203.914,0.002
98.539,0.147	0.255,214.730
96.568,0.004	0.049,16.952	1.196,16.952
91.882,0.159	0.066,161.343
95.189,0.289	0.124,1.481	3.093,1.481	0.124,108.285	3.093,108.285
0.767,1.250	71.009,0.024	0.115,53.626
41.141,0.150	0.005,134.356
1.324,0.462	111.640,0.006	0.022,32.056
5.645,0.018	269.489,0.018	0.118,104.333
0.441,0.955	30.984,0.010	0.081,92.996	5.690,92.996
105.574,0.446	0.165,128.100	13.887,12.508
111.606,0.629	0.089,209.995	4.963,209.995
84.112,0.785	84.112,5.432	0.034,449.037	1.042,449.037
0.013,184.673
83.409,0.053	83.409,3.272	0.259,140.076	2.286,140.076
112.800,0.127	0.048,133.846
63.069,0.107	0.010,4.827	0.010,42.406
0.856,0.112	84.745,0.112	0.022,135.089
72.090,0.020	0.012,51.711	0.726,51.711
85.049,0.130	0.229,198.309
2.712,0.384	142.699,0.384	0.096,157.450
308.768,0.021	0.166,168.531
0.542,0.025	13.328,0.000	0.542,1.426
277.251,0.029	0.115,37.783	2.896,37.783
1.065,1.291	73.362,0.022	0.012,39.251
112.232,0.039	0.043,155.062	1.204,155.062
275.693,0.053	0.087,197.769
2.151,1.130	104.990,0.016	0.076,32.192
63.951,0.232	0.039,138.018	3.063,138.018
152.522,0.245	0.055,510.951	5.063,510.951
4.648,3.151	201.802,3.151	0.054,278.492
208.282,0.507	0.447,73.166	10.429,6.772
1.413,0.049	56.217,0.049	1.413,1.662	56.217,1.662	0.131,162.479
197.949,0.046	0.050,57.507	2.776,57.507
0.834,0.267	81.244,0.267	0.172,51.540
2.573,0.152	35.924,0.152	0.041,118.163
146.780,0.037	0.070,45.464	1.535,45.464
55.100,0.217	0.014,109.857
168.809,0.006	0.039,45.612	1.729,45.612
1.548,1.574	140.563,0.017	0.024,150.603
2.415,0.694	131.630,0.008	0.025,54.874
1.922,1.550	132.064,0.018	0.020,62.859
301.258,0.005	0.043,13.256
164.093,0.024	0.021,75.051	1.775,75.051
0.451,0.265	7.395,0.013	0.057,22.587
0.077,0.211	4.725,0.004	0.005,9.626
98.663,0.013	0.124,53.196
80.149,0.060	0.032,178.864
0.573,2.474	40.375,0.040	0.009,183.563
415.565,0.083	0.197,4.951	0.197,463.382	8.838,7.785
826.713,0.039	0.137,2.410	0.137,198.974
26.244,0.201	0.006,1.930	0.006,151.579
10.124,0.097	0.007,2.720	0.007,77.251
40.458,0.040	0.005,84.072
157.521,0.028	0.491,92.213	3.760,92.213
372.507,0.040	372.507,2.687	0.485,188.749
9.275,0.019	0.001,78.539
58.793,0.005	58.793,0.409
445.894,0.130	0.114,2.628	0.114,201.831	5.968,9.954
457.832,0.049	0.135,198.213	13.459,3.361
0.030,3.268	0.000,151.576
4.254,0.569	0.005,285.016
1.910,0.004	171.642,0.004
329.567,0.086	0.107,217.354	8.229,8.477
95.933,0.073	0.158,302.769	7.800,5.084
25.162,0.222	0.010,73.907
56.789,0.076	56.789,4.277	0.034,193.857
100.936,0.010
1.678,0.716	90.211,0.017	0.025,53.312
329.567,0.072	329.567,5.063	0.220,217.354	3.972,217.354
0.280,0.623	22.938,0.007	0.004,53.032
86.723,0.075	1.230,52.881
85.970,0.154	0.783,8.105
2.166,1.066	88.303,0.026	0.031,91.941
3.093,1.448	159.609,0.028	0.037,101.912
1.222,0.640	101.318,0.640	0.038,356.707
113.671,0.168	0.078,3.629	0.078,152.777	6.615,7.062
0.816,0.382	51.078,0.016	0.018,36.273
78.453,0.911	0.655,335.191
6.668,0.112	6.668,3.939	0.116,265.828
50.814,0.076	0.017,3.341	0.017,258.413	1.232,5.847
285.079,0.021	0.238,172.088
70.421,0.020	70.421,1.739	0.097,150.497	2.147,150.497
140.978,0.003	0.242,11.364
51.182,0.026	0.013,132.708
2.076,0.241	69.756,0.241	0.103,132.733
0.821,1.418	68.107,0.017	0.017,119.256
108.062,0.628	1.844,55.595
85.983,0.015
0.449,0.193	36.756,0.006	0.005,7.757
0.424,0.009	17.774,0.009	0.005,33.593
0.273,2.681	18.562,0.048	0.007,105.370
83.278,0.381	0.055,154.957	1.294,154.957
653.566,0.004	0.443,8.404
225.747,0.031	0.117,116.836
710.552,0.052
127.014,0.151	0.024,125.609
0.053,0.684	2.093,0.684	0.029,68.224	1.142,68.224
10.910,0.297	10.910,3.035	0.030,110.851
22.365,0.363	0.006,270.195
1.963,0.167	65.106,0.004
108.925,0.058	0.088,86.579
117.040,0.008	0.099,55.265
0.001,3.690	0.001,164.810
81.942,0.133	81.942,6.552
0.422,0.703	36.370,0.010	0.020,58.338
44.559,0.230	0.034,87.512
1.292,0.726	73.817,0.067	0.076,18.959	4.336,18.959
431.152,0.021	0.232,55.856
0.907,0.153	53.258,0.153	0.012,265.108
72.585,0.123	72.585,3.056	0.015,67.191
698.521,0.440	0.187,348.620	13.328,11.206
213.250,0.001	0.170,7.129	4.050,7.129
0.420,0.890	28.192,0.012	0.191,66.279
21.223,0.008	0.006,64.628	0.347,64.628
73.339,0.064	0.050,188.361
308.507,0.057	0.118,157.333	7.073,4.507
1.412,1.839	82.293,0.053	0.016,145.188
14.647,0.057	0.077,55.927
1.521,0.025	149.426,0.001
92.312,0.066	0.018,102.385
1.434,0.169	119.434,0.003
40.698,0.919	0.066,696.972	4.038,696.972
1.570,0.978	33.421,0.011	0.074,70.350
5.313,0.008	189.067,0.008	5.313,0.765	189.067,0.765
55.608,0.518	0.054,772.830
186.419,0.023	186.419,1.096	1.973,56.753
267.329,0.004	267.329,0.241	0.042,16.270	2.855,16.270
14.188,0.042	0.003,212.920
99.557,0.263	0.535,234.815
74.409,0.030	0.246,31.457
1.063,1.162	15.180,0.013	0.246,70.923
182.651,0.500	0.071,359.811	2.204,15.897
111.285,0.008	0.111,45.024
46.344,0.101	46.344,1.215	0.009,85.297
231.812,0.079	231.812,6.074	1.559,511.901
278.413,0.007	0.129,27.026
104.593,0.070	0.556,60.639
83.719,0.026	83.719,2.368	0.756,177.236
355.233,0.061	3.388,96.339
26.583,0.058	0.040,92.546
0.630,1.494	24.345,0.023	0.115,70.645	4.465,70.645
109.104,0.036	0.026,199.437
1.439,0.889	141.523,0.069	0.015,48.749
86.185,0.040	0.252,245.822
4.629,0.009	118.858,0.009	0.140,54.412
38.736,0.516	0.005,267.843
3.263,0.478	88.728,0.061	0.065,35.764
254.043,0.063	0.048,1.196	3.125,1.196	0.048,64.586	3.125,64.586
15.752,0.145	0.003,116.775
1.539,0.005	129.649,0.005	0.031,39.435
320.042,0.109	0.106,447.064	4.543,5.193
1.821,0.386	174.070,0.019	0.044,24.222
5.479,0.111	82.309,0.111	0.055,598.404
0.349,0.977	27.643,0.010	0.004,67.505
409.948,0.177	0.083,103.869	4.894,103.869
12.633,0.190	0.004,40.031
194.772,0.092	0.072,84.705
1.414,0.359	125.765,0.359	0.022,268.368
98.413,0.124	0.016,111.280
0.788,0.494	40.031,0.006	0.080,33.679
115.312,0.038	115.312,1.543	0.031,102.361	1.773,102.361
165.327,0.065	0.090,128.332
150.445,0.199	150.445,3.258	0.113,29.833	2.071,29.833
1.645,0.838	103.191,0.022	0.063,62.081	3.936,62.081
3.458,0.068	98.170,0.068	0.038,331.674
0.183,1.411	12.788,0.051	0.005,102.253
1.243,0.157	117.478,0.002	0.038,15.168
2.082,1.145	102.385,0.048	0.075,27.079
800.023,0.028
44.880,0.133	44.880,5.642	0.031,161.547
6.996,0.083	6.996,3.033	0.006,107.532
0.226,0.824	14.594,0.019	0.002,27.278
222.084,0.062	222.084,1.295	0.770,32.107
1.307,0.031	123.326,0.031	0.063,40.235
236.826,0.006	0.259,19.590
202.698,0.032	202.698,1.947	0.041,47.032
137.080,0.013	0.071,87.778
0.730,0.219	65.514,0.219	0.047,303.447	4.253,9.004
64.927,0.862	0.138,93.099	0.779,93.099
4.192,0.059	261.085,0.001	0.326,5.771
2.170,1.693	76.006,0.028	0.067,78.128
27.664,0.358	0.008,153.400
119.057,0.388	0.020,183.909
4.263,1.716	173.999,1.716	0.054,108.410
216.031,0.137	0.028,153.776
504.506,0.240	0.164,253.899	14.658,6.473
176.261,0.185	0.855,197.788
4.018,0.689	316.781,0.689	0.125,408.108	9.820,19.645
2.055,0.008	123.077,0.008	0.236,48.496
0.574,1.703	8.325,0.020	0.008,126.280
37.784,0.014	0.147,13.528
4.698,0.002	234.653,0.002
4.615,0.143	450.430,0.001	0.109,11.089
99.168,0.132	0.113,72.562	9.931,4.760
62.366,0.023	0.067,21.549
164.098,0.045	0.070,263.425
96.439,0.077	0.085,35.918
2.444,0.060	134.784,0.001
0.127,0.134	11.191,0.002	0.008,9.942
35.751,0.024	0.033,2.320	0.033,135.457
234.011,0.022	0.171,58.646
8.509,0.054	0.005,53.672
107.595,0.038	0.088,1.492	0.088,119.704
0.025,64.985
3.765,0.003	206.754,0.003	0.046,8.067
1.470,0.171	91.403,0.006	1.470,1.144
0.604,1.633	45.335,0.082	0.190,117.314	14.240,5.915
1.282,0.207	91.781,0.009	0.014,17.880
15.871,0.032	15.871,1.117	0.009,94.311
2.930,0.019	137.154,0.019	2.930,0.442	137.154,0.442	0.032,16.276
3.587,0.591	0.052,418.053	3.587,36.722
0.447,0.652	42.801,0.018	0.007,24.839
0.484,0.455	43.377,0.009	0.014,28.655
246.057,0.041	0.257,62.902
635.474,0.021	0.174,84.922
105.152,0.012	0.031,0.646	0.031,51.313
131.143,0.028	0.092,33.767	5.349,2.772
124.812,0.166	124.812,0.854	0.695,33.110
45.507,0.065	0.013,229.001
32.762,0.018	0.048,122.555	0.681,122.555
4.095,0.189	23.080,0.189	4.095,2.747	23.080,2.747	0.145,12.713
74.498,0.091	0.028,1.966	0.028,89.715
1.486,0.142	28.281,0.002	1.333,10.731
669.291,0.025	0.111,12.244
368.658,0.022	368.658,2.010	0.051,195.278
24.204,0.027	0.010,122.782
166.523,0.025	0.082,51.109
44.724,0.225	0.008,4.932	0.008,317.408
1.557,1.414	63.031,0.081	63.031,3.903	0.023,67.920
5.126,0.054	362.459,0.054	5.126,3.269	362.459,3.269	0.065,92.289
103.779,0.005	0.190,19.779
94.436,0.414	0.036,208.608
3.423,1.095	138.432,0.014	0.072,100.751
2.301,0.003	190.655,0.003
1.114,0.370	32.406,0.015	0.214,7.295
0.063,1.281	0.003,77.035
61.823,0.022
184.543,0.021	184.543,1.689	0.057,152.588
3.152,0.247	114.903,0.002	0.229,19.245
221.530,0.117	0.039,11.436	3.667,11.436
150.390,0.031	150.390,1.821	0.266,81.706
1.214,0.013	98.900,0.013	0.021,93.205
180.253,0.004	0.254,0.367	0.254,26.622
1.284,2.066	109.481,0.344	0.020,40.609
22.979,0.016	22.979,1.405	0.014,66.297
198.819,0.017	0.141,90.065
340.844,0.028	2.033,227.797	4.698,227.797
95.876,0.088	0.018,3.952	1.483,3.952	0.018,355.464	1.483,355.464
80.195,0.051	0.151,71.212
0.150,2.458	9.848,0.519	0.003,150.667
118.938,0.010	118.938,0.833	0.049,80.898	4.175,80.898
2.611,1.564	25.119,0.041	0.095,111.281
0.003,93.638
0.077,0.832	0.001,80.137
301.199,0.007	0.283,17.206
21.674,0.141	0.010,120.564
1.787,0.574	119.273,0.008	0.020,34.953
2.486,3.121	136.690,0.033	0.030,33.772
150.771,0.697	0.022,112.426
49.809,0.049	0.105,108.598
5.858,0.088	365.943,0.088	0.062,230.782
10.905,0.012	0.074,28.345
1.035,2.217	27.397,0.114	0.023,82.947
58.886,0.007	0.013,41.699
1.728,3.212	100.014,0.055	0.034,158.497	1.989,158.497
1.932,1.530	118.794,0.036	0.105,54.328
28.551,0.125	0.005,174.398
0.511,0.326	42.898,0.020	0.012,31.789
46.767,0.128	0.022,12.460
0.069,212.215
98.571,0.045	0.024,104.562
496.566,0.038	0.114,96.877
52.835,1.000	0.349,172.064
3.374,0.067	239.220,0.067	0.044,125.269
7.752,0.026	0.006,2.314	0.006,226.443
1.323,0.034	114.433,0.034	0.087,66.946
117.517,0.048	0.126,82.817
111.520,0.072	0.110,92.037
2.675,0.001	130.530,0.001
0.782,1.015	78.189,0.046	0.009,62.484
1.200,2.718	81.007,0.086	0.047,217.137
163.221,0.016	0.028,7.658
12.666,0.097	0.005,344.801
224.864,0.111	0.539,171.945
3.512,0.030	56.827,0.030	0.113,117.372
29.205,0.066	0.012,28.833
125.276,0.391	0.040,232.199
1.700,0.316	68.972,0.316	0.018,580.422
1.643,1.543	28.142,0.106	0.026,113.353
82.251,0.057	0.141,25.540	12.613,1.334
130.530,0.001
2.311,0.069	101.468,0.002	0.081,6.183
0.021,0.106	0.001,9.894
70.758,0.019	70.758,1.545	0.013,102.869
